title,company,description
Software Engineer,Addepar,"Addepar is building a single platform unifying hundreds of portfolio and market data systems and leveraging that platform to create robust, powerful financial applications.

The technical effort involved is massive. Addepar engineering builds portfolio data ingestion systems that process tens of millions of transactions across millions of accounts every day, and pricing and reference data systems that provide coverage for over a trillion dollars in assets. We build and run our own distributing serving and financial calculation framework that allows clients to run complex analysis of massive data sets in real time. We design robust APIs and powerful, versatile user interfaces to empower wealth managers to ask nuanced questions about their clients' holdings.

The group youll be joining includes senior engineers and leads who have worked at companies like Facebook, Google, LinkedIn, DE Shaw, Two Sigma, and other top software firms and quantitative hedge funds. If you've designed complex scalable systems, built powerful and intuitive user interfaces, or worked with great teams on hard problems in financial data, come join us.

Our engineering team works in Java, Python, and Javascript, but we dont require prior experience with any specific tool set. Great software engineers can pick up new languages on the job. More than checking the boxes on specific technologies, we're looking for driven engineers with real technical depth and a desire to understand the end business. We want people who are passionate and care deeply about the success of the whole company.

The problems were tackling at Addepar are complex, but theyre also globally important. Addepar has the potential to make a huge swath of private investing more transparent, more efficient, and more ethical. If youre interested in that, were excited to meet you.
Requirements
B.S., M.S., or Ph.D. in Computer Science or similar technical field of study (or equivalent practical experience.).
5+ years experience as a professional software engineer.
A passion for implementing best practices and a bias toward smart automation.
Proven ability to collaborate with and mentor other engineers.
Experience building massively distributed systems, modeling financial data, or building intuitive, feature-rich user interfaces.
At Addepar, we rely on a range of backgrounds, experiences, and ideas. We value diversity, and were proud to be an inclusive, equal opportunity workplace."
Software Engineer,Asynchrony Labs,"Requirements/Job Duties:

Asynchrony Labs, a subsidiary of WWT, has opportunities for Senior Software Engineers encompassing responsibilities along all areas of application development. This includes detailed software design, pair-programming code with unit tests to implement the design, and enterprise architecture integration. Candidates will be responsible for the analysis of business, engineering, and scientific problems, as well as the documentation and development of well-defined methods, procedures, and programs in the delivery of practical systems solutions. Candidates with experience developing for the cloud would be preferred.

Qualifications:
Candidates should have a minimum of 3 years' experience with the following knowledge, skills and attributes to be successful:
Advanced, modern software development methodologies such as agile, extreme (XP), lean, etc.
Developing server-side technologies in C#, .NET, Java, Ruby, etc.
Experience working with databases and SQL
Using continuous integration tools and automated testing
Design and architecture of large-scale applications
Using Test-Driven Development (TDD) or Behavior-Driven Development (BDD)
Knowledge of all elements of a full technology stack
Confidence and ability to determine requirements and lead development to completion
Ability to work in a startup environment backed by a large enterprise
Ability to dig in and understand complex models, business processes, and technologies
Ability to persevere when complexity presents itself
Passion for pairing, mentoring, coaching, and leading software teams
Eagerness to learn new languages, frameworks, and platforms
Excellent inter-personal skills and fluency in English (both verbal and written)
Availability to work locally in our offices in New York City (Midtown Manhattan)
Experience with the following knowledge, skills and attributes are preferred:
Experience developing for the cloud
Enterprise mobile application development: Java, Kotlin, Objective-C, or Swift"
Software Engineer,PDT Partners,"Software Engineer

Were looking for a select few uniquely excellent software engineers to join our world-class team. PDTers are creative, energetic, friendly, entrepreneurial, and collaborative. If you could walk around our office, youd see that were a focused, intent, and nimble company with none of the attitude and bureaucracy of a stereotypical Wall Street trading firm. Our engineers love to work on challenging and complicated problems, and in return, they have a chance to make a direct impact on our bottom line. For the right talent, there is fantastic growth potential.

Our standards for code quality are high, and our bar for the software engineers who write it is stratospheric. The most successful engineers at PDT move fluidly between roles over time. Engineering jobs at PDT have some different flavors with a mix of C++, Java, and Python focuses. Having said that, we're open to any OOP experience, so long as you're comfortable working in one of our primary languages.

Data Engineer (Python Focus)

It would be hard to overstate the importance of data to our business. Data engineers are responsible for the lifecycle of the research data that informs our models. They work closely with the researchers who create trading signals and strategies to identify data sources, assess quality, determine the right storage technologies, create software interfaces, and derive useful insights. They also collaborate closely with trading system developers, strategy implementation engineers, and infrastructure specialists from across the company.

The ideal candidate combines strong software engineering abilities, a deep understanding of storage replication and indexing technologies, and a practical approach to solving data problems. More important than specific experience is a desire to understand large datasets and to create software solutions that make data analysis and modeling intuitive to others.
Partner with researchers to investigate, organize and parse large strategy-specific data sets using industry standard and PDT-specific platforms
Continually improve how we absorb, clean, validate, organize, and store data thats used at PDT
Create backend APIs to standardize and facilitate data access
Develop software to automate tasks around research data collection, parsing, and analysis
Build a deep understanding of data across strategies and asset classes
Research Infrastructure (C++ and Python Focus)

In order to work their magic, our research scientists and software engineers rely on a suite of bespoke tools, libraries, and applications, running in a fast and stable research grid environment. Its this technical foundation that makes our innovative research possible, so we devote significant time and attention to getting it right.
Build and manage libraries and APIs, as well as the container, distributed algorithm, grid-abstraction, and calculation frameworks used by researchers. Provide a flexible, high-performance research environment
Allow the scale, algorithmic complexity, and searing performance of our HPC grid to be accessible to a diverse set of research users and use cases
Be a partner to our researchers and software engineers by intuiting their needs, managing priorities, and building fast, useful, and reliable tech for alpha, signal, and portfolio construction
Competence with linear algebra, calculus, numerical analysis, and/or machine learning is a big plus
Qualifications: 5 to 10+ years of professional software development experience
Trading Operations Technology (Java Focus)

Trading Business Technology covers the platform that routes and manages all of our post-trade data, as well as the software that handles the intricate needs of our fund accounting and operations teams. Designing software tailored to those needsrelated to wire transfers, expense allocation, and exchange fees, to name a fewis a top business priority with clear, significant impact.
Understand (and anticipate) the software challenges faced by our fund accounting and operations teams, then engineer efficient, user-friendly solutions
Contribute to the evolution of our post-trade technology stack for finance, risk, and compliance
Help select, vet, and integrate open-source and third-party platforms
Qualifications: 0 to 3+ years of professional software development experience; knowledge of finance isnt required, but you should have a keen interest to learn about it
Software Infrastructure (C++ and Python Focus)

An efficient and well-tooled engineering team is crucial to a successful quantitative trading firm and as a member of PDTs Software Infra team youll design and build our next generation software deployment platform, ensuring our engineering team has access to best-in-class dev tools, and acting as a force multiplier to all engineers within PDT
Develop complex new software systems, extend and integrate the latest open-source and third-party development tools, containerization and orchestration technologies, both on-premises and in the cloud.
Understand and shape how these web-scale technologies can be applied in a financial trading organization with varied use-cases and stringent performance and reliability requirements.
Work embedded with application teams to integrate infrastructure into their real use-cases, work hand-in-hand with our Systems Infrastructure team to build a great platform.
Why join us? PDT Partners has a stellar twenty-four-year track record and a reputation for excellence. Our goal is to be the best quantitative investment manager in the worldmeasured by the quality of our products, not their size. PDTs very high employee-retention rate speaks for itself. Our people are intellectually extraordinary and our community is close-knit, down-to-earth, and diverse.

Additional Qualifications for all Engineering Roles:
Exceptional programming skills
Experience designing fully automated, readily scalable, and highly reliable software systems
Familiarity with UNIX/Linux, network/distributed systems programming, multithreaded programming, lock-free algorithms, complex scheduling problems, and domain-specific languages is helpful
Knowledge of trading and finance isnt required
Education:
Bachelors or masters degree in computer science from an excellent academic program"
Python Developer,ION Group,"WHAT ARE WE TRYING TO DO?

Our business strategy, design and technology consultancy (Lab49) founded in 2002 has a deep pool of business and technology talent. We specialize in helping clients realize rapid transformational change at an industrial scale and operate historically towards the upper tiers of banking and capital markets, to include banks, hedge funds and exchanges; assisting those companies with their most key strategic business programs and technology investments.

We build applications. Fast applications. We engineer the most forward-thinking financial systems in the industry. Think advanced visualizations, think complex systems integration, think massive data flows for all kinds of financial services players, from small start-ups to large banks, from hedge funds to asset managers.

We partner with our clients and leverage the myriad of platforms available to design and build the most effective solutions. With experts and community leaders in our various practices we work with a host of technologies: Node.js, React.js, Angular.js, Java 8+, Functional programming, Python, Cloud Computing (e.g. AWS), Containerization (e.g. Docker), Microservices, DevOps, Big Data, ML.

WHAT DO WE NEED HELP WITH?

We are looking for strong Python developers to work on next generation financial systems.

WHAT WILL YOU DO?

You will build microservices and systems that allow financial firms process various data streams, using streaming/Messaging/REST technologies. You will utilize technologies to create high quality, scalable services, that can be deployed consistently, using technologies like: Consul, Docker, Kubernetes, Kafka, Spark.

WHAT DO YOU NEED TO KNOW?

Required capabilities:
3+ years of commercial-grade development experience with complex applications.
Experience in idiomatic Python 3.4+
Experience in OOP/functional coding in Python
Understanding of multithreading/multiprocessing in Python.
Understanding of Generators and asynchronous operations in Python.
Knowledge of advanced language features in Python: context managers, decorators, descriptors.
Experience of Virtual environment (venv).
Experience with Agile development in Python.
Experience with Testing in Python (Behave, PyTest).
Real-world knowledge in microservices architecture.
Experience with data modeling.
Experience/knowledge of Databases (SQL, MongoDB, key:value).
Experience in Messaging/streaming/REST API’s.
Strong interpersonal and organizational skills are required

Preferred capabilities (nice to haves):
Experience with big data (Hadoop ecosystem).
Experience in machine learning/Data science.
Experience with Numpy/Pandas.
Solid knowledge of modern JavaScript (ES6) or Java Knowledge of, and strong demonstrated interest in, global financial markets and financial products.

WHO ARE YOU?

You have an engineering mindset—we are not hacking things together or building algorithms in isolation—we build real systems, and we treat software as a craft that we approach with an engineer’s discipline.

You are someone we want to work with—you challenge the status quo and are someone we can learn from. Historically, we have been great at hiring such people, and now they are the cornerstones of Lab49. You will be responsible for building and nurturing this community.

You are someone that is passionate about technology—you follow the industry, you build things on your own, you tinker and hack, you read aplenty and attend meet-ups. You know that the technology landscape changes every few years and you retool continuously.

You have built things, you’ve seen the whole project lifecycle, you have delivered; you’ve seen failure and you’ve learned from it. You have developed the insight that will enable you to lead your team to deliver on time and within budget.

You have mastered a full technology stack; you know its problems; you know where it shines. In addition, your knowledge and experience extends to other technology stacks. Your knowledge of computer science fundamentals prevents you from reinventing the wheel.

You understand the value of testing, quality, continuous integration, source control, and code reviews.

You are pragmatic: you get things done, you can find a creative compromise between an ideal technical solution and actual client needs

WHY SHOULD YOU COME WORK FOR US?

It is a challenge—your peers will push you, and you will grow in leaps and bounds that is impossible in traditional organizations.

As a consultant, you will see a multitude of technologies, organizations, and projects—you will learn a lot in a very short period of time.

We are a flat meritocracy with an engineering mindset—what matters is how good you are and how well you and your team deliver.

We are focused on the finance domain—there are plenty of areas where technology is a competitive advantage, and our clients turn to us when they need more innovative solutions.

If you ask our engineers, they will probably tell you that their extraordinary peer group is the primary reason that they work for us.

We entrepreneurial and agile—there is a lot of opportunity to take accountability and grow quickly."
Internship opportunities for students: Software Engineering,Microsoft Corporation,"Software engineers at Microsoft are passionate about building technologies that make the world a better place. At Microsoft, you will collaborate with others to solve problems and build some of the world's most advanced services and devices. Your efforts on the design, development, and testing of next-generation applications will have an impact on millions of people.

Do you want to work on a meaningful and impactful project and make a difference?

Are you willing to learn from others and open to new ideas?

Do you want to support others to succeed and operate in a highly-collaborative and global environment?

If this sounds like you, Microsoft would like to invite you to come join us as you are, where you can find more than just a job.

Read on to learn more about opportunities and apply online.

Applications to these opportunities are considered for all available Software Engineering intern roles including the ones described below, depending on education level and/or location. To be considered for an internship or college student position, you need to be enrolled full-time as a student majoring in an applicable field.

Program Manager

Program Managers (PMs) are the in-house advocates for millions of people worldwide who predict and research how software is used and work closely with Software Engineers (SWEs) to ensure our products exceed people's expectations.

Software engineer

Software engineers (SWEs) collaborate with a committed team to design, develop and test the next generation of technology solutions for millions of people.
*Responsibilities**
Program Manager

Program Managers are typically responsible for specific features in our technology solutions for the full product cycle. You work on the initial feature planning and design, manage the specifications and timeline of their development, and monitor their on-going operation to better understand customer experiences. You work collaboratively with team mates to ensure our products exceed customer expectations. You communicate throughout the process to understand progress towards delivery, technical challenges, and to provide clarity on customer needs using a data driven approach. You will be expected to demonstrate an ability to learn and adopt relevant new technologies, tools, methods and processes to leverage in your solutions. As a Program Manager, you are dedicated to building software to empower every person and organization on the planet to achieve more.

Software Engineer

Software engineers (SWEs) work with teammates to solve problems and build innovative software solutions. You are passionate about customers and product quality, and you provide technical guidance to Program Managers as they consider user needs and product requirements. You will also be expected to demonstrate an ability to learn and adopt relevant new technologies, tools, methods and processes to leverage in your solutions.

As a SWE, you are dedicated to building software to empower every person and organization on the planet to achieve more.
*Qualifications**
Program Manager

+ Currently pursuing bachelor's, master's, or PhD degree in engineering, computer science or related field with at least one semester/quarter remaining after internship.

+ A year or two of experience programming in C++, Java or other computer programming languages preferred.

+ Some experience building software beyond the classroom environment like an internship or related experience for customers strongly preferred

+ Ability to demonstrate understanding of computer science fundamentals that affect code implementation and customer experience

+ Demonstrated ability in feature definition, design and feasibility

+ Familiarity with managing complex project schedules and nurturing cross-group collaboration.

+ Demonstrated ability in estimating development time and relevant challenges to delivery.

+ Strong written and verbal communication skills and a desire to create an open and collaborative team culture

+ Demonstrated skills in negotiation and conflict management.

Software Engineer

+ Currently pursuing bachelor's, master's, or PhD degree in engineering, computer science or related field with at least one semester/quarter remaining after internship.

+ A year or two of experience programming in C++, Java or other computer programming languages preferred.

+ Ability to demonstrate understanding of algorithms, data structures and other systems architecture factors that affect code quality, performance and customer experience

+ Some experience building software outside of the classroom environment like an internship, hackathon, research project or related experience preferred

+ Demonstrated skill in time management and completing software projects in a cooperative team environment

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form at https://careers.microsoft.com/us/en/accommodationrequest .

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
Software Engineer,Ellevest,"As a Software Engineer with Ellevest, you will work to design, build, and support many of the core systems powering Ellevest’s software and user experience, from our marketing site to our cash flow and transaction libraries, to our financial computation engine, our engineering team is at the heart of our organization, ensuring a best in class experience for our clients. We follow agile methodologies and on a day-to-day basis leverage React, Ruby and Rails, MySQL, and Redis, among others. Our systems run on a modern AWS stack supported by exciting new technologies, and our entire backend team works in a highly collaborative, flexible structure to build towards high impact client facing outcomes.

Responsibilities
Code in a collaborative, agile environment developing many new features
Write well-tested, clean code and review other team members’ contributions
Work in tandem with senior team members to maintain and improve Ellevest’s infrastructure
Investigate and fix bugs throughout the codebase
Requirements
At least 3 years professional software engineering experience
Good command of object oriented programming best practices
Experience supporting and scaling consumer-facing web applications
Ruby / React experience a plus
About Ellevest

Ellevest is a transformative technology company created to help women achieve their financial potential. Ellevest helps women take control of their financial futures through investing, with a beautifully designed digital platform backed by an incredibly smart algorithm. Ellevest was co-founded by Wall Street veteran Sallie Krawcheck, chair of the Ellevate Network, previously CEO of Smith Barney and Merrill Lynch Wealth Management, formerly CFO of Citi, and author of “Own It: The Power of Women at Work.” Ellevest has raised over $44MM from investors like Rethink Impact, Salesforce Ventures, Khosla Ventures, Morningstar, and Venus Williams.

Ellevest has flipped the traditional approach to investing with a real-life, goal-based approach. Clients select personal financial goals such as buying a home, starting a business, raising a family, and retiring well, among others. Ellevest is unique in taking into account women’s longer lifespans and different salary curves, combined with her current financial picture, to construct highly customized investment portfolios for each of her goals. Ellevest’s unique algorithms are designed to get the client to her goal number or better in 70% of market scenarios, higher than traditional financial advisors.

Working at Ellevest

Ellevest is a leading tech company in New York City, with a thriving team across our engineering, product, marketing, client experience, investments, and operations organizations. We place a major emphasis on building a team and working environment where individuals can succeed professionally and personally. As a team member at Ellevest, you can expect to make a difference through your work, to have a direct impact on the achievement of a very meaningful mission, to significantly advance your career trajectory, and to have room for fun and fulfillment in your daily life. We know that achieving a mission as critical as ours requires incredible talent and teamwork, and team is the most important thing to us.

In 2017, CNBC listed Ellevest as one of their Top 25 Most Promising Startups on a path to becoming tomorrow’s household names. We are working every day to make that a reality, and create a brand and a service that fosters female financial independence.

Some Benefits of Working at Ellevest
Flexible Schedule
Unlimited Vacation
Beautiful Office in Flatiron
Health, vision, and dental insurance
Parental leave policy
Retirement savings plan (401k)
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Note: Instead of a cover letter, we ask you to answer the three questions at the bottom of this application."
Software Engineer,Flatiron Health,"Software Engineer (2019 New Graduate)
We have openings for engineers across our different product lines, infrastructures, technology stacks, and at all experience levels. We welcome full-stack engineers, engineers that are excited about backend, engineers that are excited about data, engineers that are excited about technical leadership, and really any engineer that is excited about engineering!

Our Engineering Team

The Flatiron Health engineering team builds and runs data processing pipelines, algorithmic and human-operated data curation tools, and customer-facing data analytics and visualization tools. We build systems that clean, structure and understand clinical-level patient data as we build the largest, most comprehensive set of oncology data intelligence. We scale pipelines to handle the world's oncology data with creative engineering solutions to open-ended oncology data problems. Read about our engineering culture!

Our culture

We work in a fast-paced, high-information-volume environment with complex domain challenges, which means context is key and there's always more to learn and soak up. We want to know oncology data front to back — better than anyone else in the industry — and we believe accomplishing that requires building a culture where we all like coming to work each day. In our culture, decisions are transparent and data-driven, and people are empowered to make waves.

Are you interested in changing the way the oncology world thinks about data?

As a Flatiron Software Engineer, you will:
Design and build our data infrastructure and pipelines
Continuously ship new features for our cloud applications, from the backend to the frontend
Learn more about cancer and the day-to-day intricacies of oncology than you can possibly imagine
About you:
You are graduating between December 2018 and June 2019 with a BS or MS in computer science or related field
You write clean, well-structured code, and are proficient in either functional or object-oriented programming
You are comfortable in a Unix/Linux environment
You are experienced in algorithms or systems software
You are enthusiastic about working on a multi-disciplinary team
You are passionate about our mission to improve healthcare through technology
Bonus points if you...
Contribute to an open source project
Speak fluent Python
Have used Pandas, R, or another data analytics tool on a messy, real-world data set
Have developed apps using modern frontend frameworks like AngularJS / Ember.js
Have experience with SQL or another query language
Have deep empathy for data and a strong understanding of statistics
Understand experimental design, and can build for collection, measurement and interpretation of results"
Software Engineer - Spaceman Core,WeWork,"WeWork Mission

WeWork is the platform for creators, providing hundreds of thousands of members around the world with space, community, and services that enable them to do what they love and create their life's work. Our mission is to create a world where people work to make a life, not just a living, and our own team members are central to that goal.

Technology Charter

WeWork is creating a layer of technology to power our vision of space as a service. From identifying and designing a new location, to bringing that space to market in an elastic, easy-to-consume way, to seamlessly operating these spaces to delight our members, we are building state-of-the-art systems to automate, optimize, and enhance the experience. The data we are collecting is being used to dynamically optimize utilization, pricing, even layout and form factor. This technology advantage has allowed WeWork to scale to 200+ buildings in 20+ countries, and will be our competitive advantage as the company continues to grow.

Mission Outline

The mission of Product Offerings & Growth is to deliver technology that powers the growth of our core businesses, by providing the right products to the right people at the right price at the right time. It includes how we create product offerings out of SKUs, sellable inventory, and membership rules, at a dynamically optimized price. Product Offerings & Growth covers the the entire journey of a member, from their first interaction with our website or a salesperson, all the way through providing the right account visibility and flexibility so they stay a member for life and grow with us.

Responsibilities:

As a Software Engineer on this team, you will be responsible for the infrastructure of our core backend system and other future services. Youll be tasked with optimizing our current infrastructure, identifying areas for improvement, and building tools and systems to automate processes where we can. With you at the helm, our systems should become more performant, reliable, and available.

Responsibilities include:

- Manage the full lifecycle of services from initial setup and release to day-to-day CI/CD. Should be passionate about building software to streamline and automate service deployment and operation for engineers.

- Maintain services by monitoring and measuring availability, latency, and overall system health and iteratively push for improvement in these areas by introducing new technologies or developing new tools.

- Provide vision and guidance for the evolution of our service architecture, with a focus on scalability and reliability.

- Assist in early stage planning for new services through architecture and systems design reviews

- Evangelize and practice effective incident response management

Requirements
5+ years of experience in backend software engineering or systems engineering
Knowledge of Ruby, Java, C, C++, or Python
Ability to analyze and debug complex software and infrastructure issues, and develop tools/systems for task automation.
Excellent communication skills -- need to be able to effectively manage communication with multiple engineering hubs over different time zones.
Experience working with AWS and web application deployment tools such as Heroku, and tools used to deploy and monitor cloud applications. Should have experience setting up and maintaining CI/CD pipelines with Jenkins or similar.
We are an equal opportunity employer and value diversity in our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
Software Engineer,Expa,"Job Summary

Current, an Expa company, is looking for a motivated Software Engineer to help us continue building out our product and services. Youll be a part of a team that is responsible for driving the technology that powers our product, working in a fast-paced agile environment alongside some of the brightest engineers in the industry.

Responsibilities
Active participation throughout the entire software development life-cycle
Design, implement, and deploy highly scalable and reliable systems
Build storage systems, libraries, and frameworks.
Contribute ideas for new features and identify areas for improvement proactively
Collaborate effectively across teams, including design, product, customer support, etc.
Write clean, tested, and well-documented code
Qualifications
BA/BS in Computer Science or related field
Strong foundation in data structures, algorithms and software design
Fluency with NodeJS, as well as at least two other languages
Openness to new technologies and creative solutions
Confidence without ego
Experience in startup environment a plus
Passion and interest in FinTech
Comfortable working within a fast-paced high growth startup environment
About Current

Current is a FinTech company based in NYC building the next generation of financial services, identity and products for consumers. Currents mission is to become an efficient, fair, global alternative to existing banks, financial systems and cash."
Software Engineer,LiftForward,"As a LiftForward engineer you’ll be working on all ends of the product, whether we’re architecting the next new feature in our platform, or the background jobs need tweaking, or there’s a div that is out of place. We’re always trying new technology to fit the appropriate situation, and at LiftForward you'll definitely pick up a few skills you haven’t learned elsewhere.

Requirements

We are looking for talented engineers who:
Have built applications to run in a cloud environment
Embrace solid software engineering and OO design practices
Believe that TDD and clean coding practices are the right way to build applications
Are comfortable working anywhere in the stack, from CSS to SQL
Thrive in a fast-paced, agile startup work environment
Enjoy building applications using technology like EmberJS, Ruby on Rails, Git, RabbitMQ and Heroku
Take responsibility and ownership of their own work, while having a strong desire to help others succeed
Are open to expanding their skill set and eager to master all of the tools we use
Benefits

In addition to our standard company benefits, all engineers are provided with their choice of MacBook Pro, display and optional standup desk. Engineers are free to choose their development tools, whether it’s vim, Sublime Text, or RubyMine. Anything but EMACS."
"Software Engineer, Service Infrastructure",WeWork,"WeWork Mission

WeWork is the platform for creators, providing hundreds of thousands of members around the world with space, community, and services that enable them to do what they love and create their life's work. Our mission is to create a world where people work to make a life, not just a living, and our own team members are central to that goal.

Technology Charter

WeWork is creating a layer of technology to power our vision of space as a service. From identifying and designing a new location, to bringing that space to market in an elastic, easy-to-consume way, to seamlessly operating these spaces to delight our members, we are building state-of-the-art systems to automate, optimize, and improve the experience. The data we are collecting is being used to dynamically optimize utilization, pricing, even layout and form factor. This technology advantage has allowed WeWork to scale to 200+ buildings in 20+ countries and will be our rare advantage as the company continues to grow.

Mission Outline

The Infrastructure group is part the Developer Platform which mission is to drive our customers success by delivering the software, services, and infrastructure they need to build WeWork products. We focus on providing cross organization dependency visibility, improving cost and efficiency to achieve the companys goals.

Responsibilities
Design and develop services in order to accelerate and optimize developer velocity.
Implement standard methodologies and evangelize them across the company.
Development of automated tooling for handling WeWork infrastructure.
Ensure WeWork foundation technology is reliable, highly available, efficient, performant, flexible and enable innovation.
Participate to the on-call rotation for your own services.
Requirements
You have strong computer science fundamentals
You are passionate about scale, quality, and performance.
You have experience
with open source software development.
with distributed systems and asynchronous programming
with Linux systems and services
with cloud providers (AWS, GCP,...)
one or more languages such as Java, C++, Go, Python or similar.
2 years of data infrastructure or back end systems experience.
You have excellent communication and documentation skills
Nice to have
Familiar with the cloud native computing foundation ( Kubernetes, Prometheus, OpenTracing, Fluentd, gRPC, containerd, rkt, CNI, Envoy, Jaeger, Notary, TUF, Vitess, CoreDNS, NATS, and Linkerd )
Shell scripting
Experience building back-end services utilized by other teams
We are an equal opportunity employer and value diversity in our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
Software Engineer,Mphasis,"About Mphasis:

 

Mphasis enables customers to reimagine their digital future by applying a unique formula of integrated cloud and cognitive technology. Mphasis X2C2 TM formula for success, (shift anything to cloud and power everything with cognitive), drives five dimensions of business value with an integrated consumer-centric Front to Back Digital Transformation, enabling Business Operations and Technology Transformation. Mphasis applies advancements in cognitive and cloud to traditional application and infrastructure services to bring much needed efficiency and cost effectiveness. Mphasis’ core reference architectures and tools, combined with domain expertise and hyper specialization are the foundation for building strong relationships with marquee customers.

Mphasis is an equal opportunity/affirmative action employer committed to a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, disability or genetic information, gender identity or national origin

 Job Description:

• Machin Learning, Natural Language Processing and Artificial Intelligence.
Library/Framework: Angular 5, Typescript, RXJS, React, Redux, JQuery, JSF, Angular Material and Bootstrap
Testing Tools/Frameworks: Mocha, Chai, Sinon, Jasmine and Mockito.
Development Tools: Visual Studio, Eclipse, Chrome DevTool, Firebug, SQL, Sublime Text,
flash Builder & Flash & Visio.
Operating System: Windows, Mac-OS, UNIX.
Version Control: GIT, SVN, VSS.
Project Tools: JIRA & Confluence.
Proven experience working in a multi-tiered environment."
Software Engineer - Partnerships,OnDeck,"At OnDeck, we make small business a big deal. Were improving the worlds economic landscape by changing the way small businesses access capital. We care intensely about each other, our company and the customers we serve, and are committed to making every day count.

Technology at OnDeck is a mix of building world-class user experiences for our partners and direct customers, data processing to enable underwriting model development and real-time lending decisions, automating operational and compliance workflows, and generating precise money movements and calculations to service our customers. We have an emphasis on scalability, security, reliability and accuracy.

OnDecks next frontier is to build the next generation platform to enable the expansion of our technology to more clients and to further introduce innovative and modern technologies. We want you to be a part of that. Our objective is to continue to revolutionize small business lending and enable financial institutions to better serve their customers by accelerating the process in a digital manner, leveraging advanced automation tools, artificial intelligence, and machine learning.

As a Software Engineer working in Java at OnDeck, you will:
Think critically and interact with product managers and other engineers to design and build features for our decisioning work flows.
Work closely with all the technical systems to understand how our loan pipeline works end to end.
Participate in improving our build, testing and release processes in technology.
Be integral to the team responsible for OnDecks digital loan originations platform for banks and maintaining current clients on the existing stack.
Develop and implement the next generation platform for enterprise clients.
Collaborate in an innovative startup environment with the support of an established profitable business and client base.
Learn and develop your career as part of a rapidly growing organization.
Qualifications for success:
Strong Java developer with experience building complex system in a professional team environment using Git.
Experience with Java web frameworks like Jersey, Spring, Guice and/or Dropwizard
Experience with Java testing frameworks
Experience creating and consuming REST and SOAP web services.
Good understanding of event-driven, functional, and object-oriented paradigm.
Familiarity with relational database design and high-level framework for database integration.
Ability to create and communicate technical design to solve business challenges.
Passionate about technology and willing to learn something new.
Knowledge of AngularJS, Node.js and front-end testing frameworks a plus.
Ability to independently work on a project.
Strong verbal and written communication skills.
About OnDeck:

As the largest online small business lender in the U.S. serving more than 700 different industries, we have been trusted by over 80,000 small businesses by providing them with a term loan or line of credit to help them build growing and thriving enterprises. Since 2007, weve issued over $8 billion in capital.

Join us as we enable small businesses to achieve their goals. At OnDeck, were reinventing small business financing. We care intensely about each other, our company and the customers we serve, and are committed to making every day count. We are small enough to be nimble and strong enough to make a big impact.

Benefits for you:

OnDeck believes that each and every team member plays an important role in our companys success. Thats why we strive to provide you and your family with a competitive and comprehensive benefit program with a variety of options and opportunities. We offer:
Generous Vacation
Comprehensive Healthcare
Educational Reimbursement
401k Matching
Parental Leave
Sports Teams
Stocked Kitchens
Loan Consolidation
We are going to ask you to talk about your accomplishments. Here are some of ours:
WorldatWork, 2017 Seal of Distinction
Fortune 50 Best Workplaces for Diversity, 2016
Fortune 50 Best Small and Medium Companies to Work For, 2016
Fortune 30 Best Workplaces in Finance and Insurance, 2016
Built in Colorado, Top 100 Digital Companies in Colorado, 2015, 2016, 2017
Crains New York Business Fast 50, 2013, 2014, 2015, 2016, 2017
Fortune and Great Place to Work 100 Best Workplaces for Millennials, 2015
Fortune/Great Place To Work Great Rated! Peoples Picks: 20 Great Workplaces in Financial Services, 2015
Crains New York Best Places to Work, 2013, 2014, 2015
Colorado SHRM Best Companies to Work For in Colorado, 2015
Forbes Americas Most Promising Companies, 2013, 2014
Selling Power Magazine Best Company to Sell For, 2013, 2014, 2015, 2016, 2017
500|5000, 2013, 2014
As part of our dedication to maintaining an inclusive and diverse workforce, OnDeck provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, OnDeck complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

OnDeck expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of OnDecks employees to perform their job duties may result in discipline up to and including discharge.

**No external recruiters or agents, please.**"
